title,price,address,price_m2,direction,property_legal_document,land_type,pty_characteristics,size,width,length
ĐẤT GIÁ RẺ 305M2 TỈNH LỘ 10 TÂN TẠO A - 118297941,9 tỷ,Đường Trần Văn Giàu,"29,51 triệu/m²",,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,305 m²,,
"BÁN ĐẤT 7x16=113m AN PHÚ ĐÔNG, GẦN SÔNG VÀM THUẬT ĐANG LÀM ĐƯỜNG - 118525160","5,6 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh","49,56 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",113 m²,7 m,16 m
"Bán Lô Biệt Thự (11x20.39) KDC Khang An, P.Phú Hữu giá chỉ 56tr/m2 - 119168343","12,56 tỷ","Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",56 triệu/m²,,Đang chờ sổ,Đất nền dự án,,224.3 m²,11 m,20.39 m
Bán đất đường số 28 - phường long thạnh mỹ - tp Thủ Đức - 119350191,"3,25 tỷ","Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","58,04 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,56 m²,4 m,14 m
"ĐẤT 2 MẶT TIỀN TRƯƠNG THỊ HOA,KẾ BÊN METRO Q.12 TIỆN XÂY KHACH SẠN,VP - 117112424",29 tỷ,"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh","54,29 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Mặt tiền,534.2 m²,10.2 m,63 m
ban đất dự án KDC lập phúc.phước kiển.nhà bè - 116971806,"8,9 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","60,96 triệu/m²",,Đã có sổ,Đất thổ cư,,146 m²,7 m,20 m
bán đất dự án 1181 lê văn lương.phước kiển.nhà bè. - 119029957,"5,1 tỷ","Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","63,75 triệu/m²",,Đã có sổ,Đất thổ cư,,80 m²,5 m,16 m
"RA GẤP 5 LÔ ĐẤT THỔ CƯ NGAY KĐT VẠN PHÚC GIÁ CHỈ 2TỶ180/60M2,SỔ RIÊNG - 119599901","2,18 tỷ","Đường Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","36,33 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Hẻm xe hơi",60 m²,5 m,12 m
Bán lô đất thổ cư shr phường Trung Mỹ Tây quận 12 - 119599808,"4,555 tỷ","09, 💋 693 chủ gửi bán đất phường Trung Mỹ Tây quận 12 
Chính chủ cần bán lô đất khu dân cư hiện hữu xd tự do 
__ DT 4,50 x 20.5 
___ Hẻm cụt xe tải 
___ Giá 4ty550 
Hướng Tây Nam 
LH Mr Hoan Ccg, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh","48,98 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,93 m²,4.5 m,21 m
Lô góc 243m2 2mặt tiền đường số 10 Hiệp Bình Phước gần chợ Đầu Mối - 119599777,"10,8 tỷ","Đường số 10, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","44,44 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,243 m²,,
BÁN LÔ ĐẤT 4*18M HẺM XE HƠI NGUYỄN VĂN QUÁ P.ĐÔNG HƯNG THUẬN Q12 - 119226155,"4,25 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","59,03 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",72 m²,4 m,18 m
đất dân cư hẻm oto đến đất - 117400655,"5,6 tỷ","Đường Nguyễn Tư Nghiêm, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh","90,91 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,61.6 m²,7.44 m,8.3 m
Chính chủ cần bán gấp đất Củ Chi - 119576221,"5,5 tỷ","Đường Tỉnh lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","5,36 triệu/m²",,Đã có sổ,Đất nông nghiệp,Thổ cư 1 phần,1027 m²,14 m,74 m
đất phú mỹ hưng củ chi MT nhựa thông 1700m kế khu nhà dân giá 3t400. - 119599734,"3,4 tỷ","Đường Tỉnh lộ 15, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh",2 triệu/m²,,Đã có sổ,Đất nông nghiệp,Mặt tiền,1700 m²,18 m,95 m
"GÓC THANH LÝ. 4 lô đất 100m2 đường D5 Bình Thạnh,sổ riêng giá 2 tỷ 240 - 115351190","2,24 tỷ","Đường D5, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",56 triệu/m²,,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",40 m²,,
NGỘP BANK 13 TỶ GẤP BÁN- CHỈ 39tr/m2 - ĐẤT KHU BT 450m2 FULL THỔ - - 119599545,"17,5 tỷ","Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","39,06 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,448 m²,20 m,
Bán đất thổ cư đường xe hơi khu dân cư Phước Kiển Nhà Bè - 112680883,"5,4 tỷ","Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",60 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,90 m²,5 m,18 m
"3ty8 có ngay lô đất làm nhà vườn 13,7x21 ngay thị trấn hóc môn - 119599518","3,8 tỷ","Liên Xã, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh","14,73 triệu/m²",Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,258 m²,13.7 m,21 m
"Đất KDC Phú Nhuận, Lê Thị Riêng, ngay Ủy ban quận 12 - 116150987","5,3 tỷ","Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","58,89 triệu/m²",,Đã có sổ,Đất thổ cư,,90 m²,5 m,18 m
"Cần bán 116m thổ cư mặt tiền kinh doanh đường Ngô Chí Quốc, Thủ Đức - 117642603","6,8 tỷ","Đường Ngô Chí Quốc, Phường Bình Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh","58,62 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,116 m²,5.3 m,21 m
Bán Lô Đất HXH Khu Đồng Bộ Lê Đức Thọ P16-(4x20m)-Giá 8ty TL - 119579866,8 tỷ,"Đường Lê Đức Thọ, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,Hẻm xe hơi,80 m²,4 m,20 m
Bán nhà ngay khu vực trung tâm quận  Bình Thạnh đường Phan Đăng Lưu - 115424971,"7,9 tỷ","5D, Đường Phan Đăng Lưu, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh","164,58 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",48 m²,3 m,16 m
BÁN 452m2 đất MT đường đê bao Sông Sài Gòn. - 117330894,"5,99 tỷ","Đường Đê Bao Sông Sài Gòn, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","13,25 triệu/m²",Đông Bắc,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",452 m²,6 m,75 m
"BÁN 1073m2 đất vườn - Giá 4,7 tỷ (HXH) - 117396347","4,7 tỷ","NHÁNH ĐƯỜNG NHỊ BÌNH 15, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","4,38 triệu/m²",Tây Bắc,Đã có sổ,Đất nông nghiệp,"Hẻm xe hơi,Nở hậu",1073 m²,19 m,57 m
BÁN 500m2 NHÀ MẶT TIỀN NHỰA NHỊ BÌNH - 117410152,"7,9 tỷ","Nhị Bình , Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","15,80 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",500 m²,10.5 m,46 m
Bán 550m TC 300m Giá 6.5 tỷ - 110093279,"6,5 tỷ","Nhị Bình 9, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","11,82 triệu/m²",Tây,Đã có sổ,Đất thổ cư,,550 m²,32 m,17 m
BÁN GẤP ĐỊNH CƯ MỸ - 119064286,"7,8 tỷ","Hai Bịch 2, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","22,81 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Mặt tiền,342 m²,12 m,30 m
"Bán 401,8m2 đất mặt tiền Nhựa Nhị Bình 15 - 108587309","6,5 tỷ","Nhị Bình 15, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh","16,18 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,,401.8 m²,16 m,24 m
"BÁN 1000m đường lớn - 7,5 tỷ - 114369100","7,5 tỷ","NHỊ BÌNH, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh",750.000 đ/m²,Đông,Đã có sổ,Đất nông nghiệp,,10000 m²,18 m,55 m
800m dat vuon thị trấn tân túc Bình Chánh có 4 căn nhà ..giá 4 tỷ Tl - 119599301,4 tỷ,"ql1, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",5 triệu/m²,,Đã có sổ,Đất nông nghiệp,,800 m²,,
LÔ GÓC 2MT- 12X18M- KHU VPCP- KẾ VẠN PHÚC - 116467104,18 tỷ,"Đường Quốc lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh","85,71 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,210 m²,12 m,18 m
Lô đất ngang 10m 1/đường số 22 - xã Tân Thông Hội - Giá chỉ 750tr - 119220449,750 triệu,"Đường số 22, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","3,54 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,212 m²,10 m,21 m
Ra Gấp lô đất tặng nhà cấp 4 dt 16x15 1/Ngắn Nguyễn Văn Bứa Hóc Môn - 116534436,"4,55 tỷ","Đường Nguyễn Văn Bứa, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh","18,96 triệu/m²",,Đã có sổ,Đất thổ cư,,240 m²,16 m,15 m
chủ gửi LÔ ĐẤT 177M2 NGAY CHỢ THỦ ĐỨC-dt 6 X30M- RA PHẠM VĂN ĐỒNG 200M - 116718238,"12,2 tỷ","Đường Dương Văn Cam, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh","68,54 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,178 m²,6 m,30 m
lô đất MẶT TIỀN đường Số 38 P. HBC- 4x20m- GẦN CHỢ HIỆP BÌNH - 116327080,"7,6 tỷ","đường số 38, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",95 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,80 m²,,
Đất đường 13A khu Aeon 5x20 sát sân banh - 119599203,10 tỷ,"Đường số 13A, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",100 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,20 m
Bán Đất Chính Chủ Bà Điểm - 115829856,22 tỷ,"Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",10 triệu/m²,Tây Nam,Đã có sổ,Đất nông nghiệp,Hẻm xe hơi,2200 m²,,
Bán lô đất hẻm xe hơi thông - 119599083,"2,95 tỷ","Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh","27,31 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,108 m²,5.4 m,20 m
"Cần bán đất 2400m2 ngay sát mặt tiền bình quới, view sông, sân vườn - 116569045",86 tỷ,"Bình Quới , Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh","35,83 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Thổ cư 1 phần,Nở hậu",2400 m²,30 m,80 m
"Cần bán đất đầu tư mặt tiền 22x40, full thổ đường Trung An, Củ Chi. - 119598957",17 tỷ,"Đường Trung An, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh","20,31 triệu/m²",,Đã có sổ,Đất thổ cư,,837 m²,22 m,40 m
đất MT kinh doanh đg số 2_Trường Thọ_Thủ Đức 15x36=537m2 - 119598935,60 tỷ,"Đường số 2, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","111,73 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,537 m²,15 m,36 m
"Chính chủ cần bán gấp 1511m2 full thổ MT Huỳnh Thị Dần, Bình Mỹ,Củ Chi - 119494915","21,6 tỷ","Đường Huỳnh Thị Dần, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","14,30 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,1511 m²,50 m,30.22 m
"Lô đất Full thổ cư,hẻm ôtô tới đất,xã Tân Xuân,DT: 8 x 21 (CN: 165m2) - 119587802","5,2 tỷ","Tân Xuân 1, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh","31,40 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",165.6 m²,8 m,21 m
"Ngộp thở Oxi bán đất 6.2 x34 đường 673, Phước Thạnh, Củ Chi, 2.6 tỷ - 114635027","2,6 tỷ","Đường số 673, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh","12,09 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",215 m²,6 m,34 m
Đất trung lập thượng củ chi 1834m đã cấm mốc ranh đất giá 2ty150. - 119598550,"2,15 tỷ","Đường Phú Thuận, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh","1,17 triệu/m²",,Đã có sổ,Đất nông nghiệp,,1834 m²,28 m,84 m
"Bán đất 5x70 mặt tiền đường Bàu Thiên, Nhuận Đức, Củ Chi, 3 tỷ - 118871892",3 tỷ,"Đường Bà Thiên, Xã Nhuận Đức, Huyện Củ Chi, Tp Hồ Chí Minh","8,77 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,342 m²,5 m,70 m
"Đất ngộp 5x46đường Tỉnh Lộ 15, Phú Mỹ Hưng, Củ Chi, 3.2 tỷ còn 2.6 tỷ - 115951001","2,6 tỷ","Đường Tỉnh lộ 15, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh","10,57 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,246 m²,5 m,46 m
"Đất ngộp ( 6x57 ) đường Sông Lu, Trung An, Củ Chi - 117975747","4,2 tỷ","Đường Sông Lu, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh","12,28 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,342 m²,6 m,57 m
"Bán lỗ đất mặt đường 460,đ.xe tải, 5x25,Trung An, Củ Chi,2.5 tỷ - 111313945","2,5 tỷ","Đường số 460, Xã Trung An, Huyện Củ Chi, Tp Hồ Chí Minh",20 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,125 m²,5 m,25 m
"Bán đất 86m2 Quốc Lộ 1A, Thạnh Xuân, Q12. Gần cv Thanh Niên, sổ sẵn - 119598470",2 tỷ,"Quốc Lộ 1A, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","26,67 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư toàn bộ,Hẻm xe hơi",75 m²,,
Đất Mt nguyễn văn Linh gần Nguyễn thị thập 10x10m giá rẻ - 118394947,23 tỷ,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",230 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,,
"Chú Thành Bán Lỗ Gấp Lô Đất  8,5x17,1m Đường Ba Sa Củ Chi Giá 530 Tr - 116873231",530 triệu,"Đường Ba Sa, Xã Phước Hiệp, Huyện Củ Chi, Tp Hồ Chí Minh","3,79 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,140 m²,8.5 m,17 m
"Bán gấp lô đất  6x20m , KDC đông đúc ,SHR chỉ 640triệu - 118529246",640 triệu,"Đường Lê Minh Nhựt, Xã Tân An Hội, Huyện Củ Chi, Tp Hồ Chí Minh","5,33 triệu/m²",,Đã có sổ,Đất thổ cư,,120 m²,6 m,20 m
"Bán Gấp Nền Đất 334m Ngang 9x43m 630tr Đường Nguyễn Kim Cương, Củ Chi. - 116942737",630 triệu,"Đường Nguyễn Kim Cương, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh","1,83 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,344 m²,9 m,43 m
"Bán gấp Mặt Tiền TL7,Thái Mỹ, 5x37, full thổ cư, Ngộp Bank - 118988989","2,499 tỷ","Đường Tỉnh lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","13,44 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu,Thổ cư toàn bộ",186 m²,5 m,37 m
Đất thái mỹ củ chi DT20x50 = 1000m 150 thổ cư ra TL7 150m giá 4ty500. - 119598317,"4,5 tỷ","Đường Tỉnh lộ 7, Xã Thái Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh","4,50 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Nở hậu",1000 m²,20 m,50 m
"Lô đất giáp ranh Tân Bình, GV dt:6×11m gần chợ cây Sộp Nguyễn Văn Quá - 119576841","3,999 tỷ","Nguyễn Văn Quá, Chợ Cây Sộp, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","64,50 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,62 m²,6 m,10.6 m
ĐẤT THỔ CƯ  363M2 SÁT MT LÊ ĐỨC THỌ - 119346267,21 tỷ,"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh","57,85 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,363 m²,,
đất 5×19 shr. mặt tiền đường hà huy giáp - 114934416,"4,5 tỷ","hà huy giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",45 triệu/m²,,Đã có sổ,Đất thổ cư,Mặt tiền,100 m²,5 m,19 m
bán đất trung tâm phường thạnh lộc quận 12 - 119076158,"3,45 tỷ","tl37, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh","39,20 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,88 m²,4 m,22 m
BÁN ĐẤT MT NGÔ QUANG THẮM - LỘ GIỚI 40M - ĐẤT NÔNG NGHIỆP - 113331594,"6,5 tỷ","Ngô Quang Thắm, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh","6,50 triệu/m²",Nam,Đã có sổ,Đất nông nghiệp,Mặt tiền,1000 m²,40 m,45 m
"ĐẤT VÍP MẶT TIỀN AN KHÁNH QUẬN 2 -119m2 CHỈ 26,9 TỶ - 118652927","26,9 tỷ","Đường Trần Não, Phường An Khánh, Quận 2, Tp Hồ Chí Minh","226,05 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi",119 m²,7 m,17 m
"Đất thổ cư 2/Nguyễn Ảnh Thủ-Bà Điểm-Hóc Môn.Dt 23,5x7,9~185m2~3,9ty - 119108946","3,9 tỷ","Đường Nguyễn Ảnh Thủ, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh","21,08 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,,185 m²,23.5 m,7.9 m
HẺM XE HƠI - KHU PHÂN LÔ ĐỒNG BỘ - 64M2 (4*16) - XÂY 4 TẦNG - 4.4 TỶ - 118011022,4 tỷ,"Đường Hoàng Bật Đạt, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh","62,50 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,64 m²,4 m,17 m
"ĐẤT 5×13, HXH ĐƯỜNG SỐ 7 - SÁT BÊN CC THE CBD - QUẬN 2 GIÁ 60TR/M2 - 119597981","3,98 tỷ","Đường số 7, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh","60,30 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",66 m²,5 m,13 m
Bán gấp đất Tân Thông Hội Củ Chi 206m2  giá rẻ 490tr SHR đường nhựa - 119039084,490 triệu,"Đường Lê Minh Nhựt, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh","2,38 triệu/m²",Đông Nam,Đã có sổ,Đất thổ cư,"Mặt tiền,Thổ cư toàn bộ",206 m²,8 m,27 m
Bán lô đất 2 mt đường Long Thuận - Cạnh sông mát mẽ - tp Thủ Đức - 119056721,"3,55 tỷ","Đường Long Thuận, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","41,28 triệu/m²",Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,86 m²,6.5 m,13.29 m
"ĐẤT 5X19, KHU PHÂN LÔ HXH, ĐƯỜNG SỐ 12 - 119224968","5,8 tỷ","Đường số 12, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh","61,05 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,95 m²,5 m,19 m
Bán gấp lô đất rẻ nhất kdc Đặng Gia Phát - Long Phước - tp Thủ Đức - 117425177,"2,2 tỷ","Đường Long Thuận, Phường Long Phước, Quận 9, Tp Hồ Chí Minh","37,04 triệu/m²",Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,59.4 m²,,
Bán Gấp lô đất đường nhựa 16m - Long Thuận - p Long Phước - 118916191,"3,8 tỷ","Đường Long Thuận, Phường Long Phước, Quận 9, Tp Hồ Chí Minh","32,76 triệu/m²",Tây,Đã có sổ,Đất nền dự án,Mặt tiền,116 m²,4.3 m,27 m
BÁN ĐẤT TẶNG NHÀ CẤP 4 THÔ Ở NGAY TÂN HIỆP HOOC MÔN SHR 650TR BAO SỔ - 118299571,650 triệu,"Đường Tân Hiệp 35, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh","10,32 triệu/m²",,Đã có sổ,Đất thổ cư,Mặt tiền,63 m²,4 m,16 m
Bán Đất khu dân cư cao cấp - Nguyễn Duy Trinh- Bình Trưng Đông - Q2 - 116244915,"6,3 tỷ","Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",75 triệu/m²,Tây Bắc,Đã có sổ,Đất thổ cư,Hẻm xe hơi,84 m²,5 m,16.8 m
Nền nhà phố khu dân cư đường Lê Văn lương phước kiểng nhà bè - 119597594,"5,4 tỷ","1181, Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","56,84 triệu/m²",Tây,Đã có sổ,Đất thổ cư,"Mặt tiền,Hẻm xe hơi,Nở hậu",,5 m,19 m
"lô đất tx 25 diện tích dẹp 5m.17,4m nhỉnh hơn 3 tỷ - 119597579","3,69 tỷ","Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","42,41 triệu/m²",Tây Nam,Đã có sổ,Đất thổ cư,Hẻm xe hơi,87 m²,5 m,17.5 m
"Chính chủ bán đất HXH 75 Lý Thánh Tông, Q.Tân Phú, 5 x 16 m, SHR - 118736484",6 tỷ,"Đường Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",75 triệu/m²,,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ,Mặt tiền",80 m²,5 m,16 m
Bán đất thổ cư KDC Phú Nhuận DT 5.7x20m giá 6.4 ty - 119032684,"6,4 tỷ","Hẻm 3 Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh","56,14 triệu/m²",,Đã có sổ,Đất thổ cư,,114 m²,,
Bán nhà vườn 10000m2 MT kênh Đường Vườn Thơm xã bình lợi HBC - 114217420,33 tỷ,"Đường Vườn Thơm, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh","3,30 triệu/m²",,Đã có sổ,Đất nông nghiệp,Mặt tiền,10000 m²,59 m,169 m
bán đất 5x32= 160m2 đuờng phạm văn chiêu gần chợ - 115180297,"11,3 tỷ","51, Phạm Văn Chiêu , Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","70,62 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu",160 m²,5 m,32 m
Bán đất xây chdv DT 8x34m giá 19 tỷ LG lớn - 119597497,19 tỷ,"Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","67,14 triệu/m²",,Đã có sổ,Đất thổ cư,,283 m²,8 m,34 m
Bán Đất Thổ Cư Đẹp Hẻm Xe Tải 52m2_4*13 GầnTô Ngọc Vân Tam Phú ThủĐức - 119597496,"4,3 tỷ","Đường Tam Bình, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh","82,69 triệu/m²",,Đã có sổ,Đất thổ cư,Hẻm xe hơi,52 m²,4 m,13 m
LÔ ĐẤT SÓT LẠI HIẾM CÓ SÁT MẶT TIỀN NGUYỄN VĂN QUÁ -72M2- HƠN 4 TỶ. - 117213506,"4,35 tỷ","Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","60,42 triệu/m²",,Đã có sổ,Đất thổ cư,,72 m²,,
"đất vườn lài hẻm 163 ,ngang 5mx18m nhỉnh 5 tỷ ,vuông vức - 118934216","5,4 tỷ","Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",60 triệu/m²,Tây,Đã có sổ,Đất thổ cư,Hẻm xe hơi,90 m²,5 m,18 m
Bán đất gần trường học Trường Thạnh - 119597446,"5,4 tỷ","25, Đường số 03, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","40,91 triệu/m²",,Đã có sổ,Đất thổ cư,,132 m²,7 m,20 m
"Bán đất thổ cư 2 mặt tiền xe hơi biệt thự vườn, kinh doanh du lịch - 113513215","5,9 tỷ","Nguyễn Thị Hương, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh","3,11 triệu/m²",,Đã có sổ,Đất thổ cư,"Mặt tiền,Nở hậu,Thổ cư 1 phần",1900 m²,55 m,35 m
"ĐẤT KDC 80M2 , FULL THỔ CƯ , GẦN CHỢ LONG TRƯỜNG, NGUYỄN DUY TRINH Q9 - 119476755","3,1 tỷ","Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Tp Hồ Chí Minh","38,75 triệu/m²",,Đã có sổ,Đất thổ cư,"Hẻm xe hơi,Thổ cư toàn bộ",80 m²,5.8 m,
