price,commercial_type,furnishing_sell,size,ward,district
32000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,315.0,Phường Bình Trị Đông,Quận Bình Tân
14800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,115.0,Phường Tân Thới Nhất,Quận 12
100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,30.0,Phường Bình Trị Đông B,Quận Bình Tân
8199999999.999999,Shophouse,Bàn giao thô,58.8,Phường Thạnh Xuân,Quận 12
250000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,130.0,Phường 9,Quận Gò Vấp
2400000000.0,Shophouse,Hoàn thiện cơ bản,50.0,Xã Phú Xuân,Huyện Nhà Bè
2100000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,56.0,Xã Thới Tam Thôn,Huyện Hóc Môn
12500000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,100.0,Phường Tân Phong,Quận 7
15000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,75.0,Phường Phú Thạnh,Quận Tân Phú
300000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,105.0,Phường Tân Thành,Quận Tân Phú
18900000000.0,Shophouse,Hoàn thiện cơ bản,72.7,Phường 3,Quận 3
100000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,30.0,Phường Bình Trị Đông B,Quận Bình Tân
200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường Tân Quý,Quận Tân Phú
18000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,96.0,Phường 15,Quận Tân Bình
75000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường 3,Quận Gò Vấp
150000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,80.0,Phường Phú Thọ Hòa,Quận Tân Phú
17000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,240.0,Phường Thạnh Lộc,Quận 12
1950000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,32.0,Phường Tân Chánh Hiệp,Quận 12
27000000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,336.0,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức
6000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,60.0,Phường Sơn Kỳ,Quận Tân Phú
3800000000.0,Shophouse,Hoàn thiện cơ bản,68.0,Phường An Lạc,Quận Bình Tân
18000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,129.0,Phường Bình Trị Đông B,Quận Bình Tân
5200000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,132.0,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức
39000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,80.0,Phường Tân Tạo A,Quận Bình Tân
18200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,154.4,Phường 9,Quận Gò Vấp
1500000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,300.0,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức
7500000000.0,Shophouse,Hoàn thiện cơ bản,112.0,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức
280000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường 2,Quận Tân Bình
1000000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,32.0,Phường 13,Quận 10
12400000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,136.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
720000000.0,Shophouse,Hoàn thiện cơ bản,120.0,Phường 6,Quận 8
16000000000.0,Shophouse,Bàn giao thô,80.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
6900000000.0,Shophouse,Hoàn thiện cơ bản,116.0,Phường Thạnh Xuân,Quận 12
7000000000.0,Shophouse,Nội thất cao cấp,116.0,Phường Thạnh Xuân,Quận 12
7000000000.0,Shophouse,Hoàn thiện cơ bản,50.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
12000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,200.0,Phường Thạnh Xuân,Quận 12
2000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,200.0,Phường Tăng Nhơn Phú A (Quận 9 cũ),Thành phố Thủ Đức
8700000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,80.0,Phường Tân Hưng Thuận,Quận 12
200000000.0,Shophouse,Bàn giao thô,50.0,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức
12800000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,280.0,Phường Tân Tạo,Quận Bình Tân
65000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,20.0,Phường 6,Quận 4
12900000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,100.0,Phường Tân Quý,Quận Tân Phú
12800000000.0,Mặt bằng kinh doanh,Hoàn thiện cơ bản,430.0,Phường Thạnh Lộc,Quận 12
200000000.0,Mặt bằng kinh doanh,Nội thất đầy đủ,75.0,Phường Phú Thạnh,Quận Tân Phú
6700000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,72.0,Phường Thạnh Xuân,Quận 12
4250000000.0,Shophouse,Hoàn thiện cơ bản,120.0,Phường Phú Thuận,Quận 7
3500000000.0,Shophouse,Hoàn thiện cơ bản,80.0,Phường 7,Quận 8
7800000000.0,Shophouse,Hoàn thiện cơ bản,156.0,Phường 7,Quận 8
650000000.0,Mặt bằng kinh doanh,Nội thất cao cấp,209.0,Phường Linh Trung (Quận Thủ Đức cũ),Thành phố Thủ Đức
10000000000.0,Shophouse,Hoàn thiện cơ bản,70.0,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức
15000000000.0,Officetel,Hoàn thiện cơ bản,339.0,Xã Xuân Thới Thượng,Huyện Hóc Môn
7800000000.0,Shophouse,Hoàn thiện cơ bản,100.0,Xã Bình Hưng,Huyện Bình Chánh
